"binxs","binys","binfreq","BinSize","BinningType"
43.5,62.5,12,"1 X 1 Unit","Random"
43.5,63.5,8,"1 X 1 Unit","Random"
43.5,64.5,15,"1 X 1 Unit","Random"
43.5,65.5,11,"1 X 1 Unit","Random"
43.5,66.5,11,"1 X 1 Unit","Random"
43.5,67.5,6,"1 X 1 Unit","Random"
43.5,68.5,9,"1 X 1 Unit","Random"
43.5,69.5,15,"1 X 1 Unit","Random"
43.5,70.5,14,"1 X 1 Unit","Random"
43.5,71.5,12,"1 X 1 Unit","Random"
43.5,72.5,8,"1 X 1 Unit","Random"
43.5,73.5,11,"1 X 1 Unit","Random"
43.5,74.5,7,"1 X 1 Unit","Random"
43.5,75.5,7,"1 X 1 Unit","Random"
43.5,76.5,7,"1 X 1 Unit","Random"
43.5,77.5,11,"1 X 1 Unit","Random"
43.5,78.5,17,"1 X 1 Unit","Random"
43.5,79.5,11,"1 X 1 Unit","Random"
43.5,80.5,8,"1 X 1 Unit","Random"
43.5,81.5,8,"1 X 1 Unit","Random"
43.5,82.5,14,"1 X 1 Unit","Random"
43.5,83.5,9,"1 X 1 Unit","Random"
43.5,84.5,12,"1 X 1 Unit","Random"
43.5,85.5,2,"1 X 1 Unit","Random"
43.5,86.5,12,"1 X 1 Unit","Random"
43.5,87.5,14,"1 X 1 Unit","Random"
43.5,88.5,8,"1 X 1 Unit","Random"
43.5,89.5,7,"1 X 1 Unit","Random"
43.5,90.5,11,"1 X 1 Unit","Random"
43.5,91.5,15,"1 X 1 Unit","Random"
43.5,92.5,7,"1 X 1 Unit","Random"
43.5,93.5,11,"1 X 1 Unit","Random"
43.5,94.5,8,"1 X 1 Unit","Random"
43.5,95.5,11,"1 X 1 Unit","Random"
43.5,96.5,13,"1 X 1 Unit","Random"
43.5,97.5,9,"1 X 1 Unit","Random"
43.5,98.5,10,"1 X 1 Unit","Random"
43.5,99.5,8,"1 X 1 Unit","Random"
44.5,0.5,11,"1 X 1 Unit","Random"
44.5,1.5,6,"1 X 1 Unit","Random"
44.5,2.5,11,"1 X 1 Unit","Random"
44.5,3.5,13,"1 X 1 Unit","Random"
44.5,4.5,10,"1 X 1 Unit","Random"
44.5,5.5,7,"1 X 1 Unit","Random"
44.5,6.5,7,"1 X 1 Unit","Random"
44.5,7.5,7,"1 X 1 Unit","Random"
44.5,8.5,6,"1 X 1 Unit","Random"
44.5,9.5,10,"1 X 1 Unit","Random"
44.5,10.5,9,"1 X 1 Unit","Random"
44.5,11.5,6,"1 X 1 Unit","Random"
44.5,12.5,8,"1 X 1 Unit","Random"
44.5,13.5,10,"1 X 1 Unit","Random"
44.5,14.5,9,"1 X 1 Unit","Random"
44.5,15.5,8,"1 X 1 Unit","Random"
44.5,16.5,14,"1 X 1 Unit","Random"
44.5,17.5,9,"1 X 1 Unit","Random"
44.5,18.5,7,"1 X 1 Unit","Random"
44.5,19.5,14,"1 X 1 Unit","Random"
44.5,20.5,10,"1 X 1 Unit","Random"
44.5,21.5,12,"1 X 1 Unit","Random"
44.5,22.5,9,"1 X 1 Unit","Random"
44.5,23.5,7,"1 X 1 Unit","Random"
44.5,24.5,16,"1 X 1 Unit","Random"
44.5,25.5,8,"1 X 1 Unit","Random"
44.5,26.5,7,"1 X 1 Unit","Random"
44.5,27.5,13,"1 X 1 Unit","Random"
44.5,28.5,11,"1 X 1 Unit","Random"
44.5,29.5,9,"1 X 1 Unit","Random"
44.5,30.5,11,"1 X 1 Unit","Random"
44.5,31.5,7,"1 X 1 Unit","Random"
44.5,32.5,7,"1 X 1 Unit","Random"
44.5,33.5,5,"1 X 1 Unit","Random"
44.5,34.5,14,"1 X 1 Unit","Random"
44.5,35.5,13,"1 X 1 Unit","Random"
44.5,36.5,21,"1 X 1 Unit","Random"
44.5,37.5,8,"1 X 1 Unit","Random"
44.5,38.5,6,"1 X 1 Unit","Random"
44.5,39.5,9,"1 X 1 Unit","Random"
44.5,40.5,9,"1 X 1 Unit","Random"
44.5,41.5,13,"1 X 1 Unit","Random"
44.5,42.5,10,"1 X 1 Unit","Random"
44.5,43.5,14,"1 X 1 Unit","Random"
44.5,44.5,6,"1 X 1 Unit","Random"
44.5,45.5,13,"1 X 1 Unit","Random"
44.5,46.5,15,"1 X 1 Unit","Random"
44.5,47.5,8,"1 X 1 Unit","Random"
44.5,48.5,9,"1 X 1 Unit","Random"
44.5,49.5,5,"1 X 1 Unit","Random"
44.5,50.5,10,"1 X 1 Unit","Random"
44.5,51.5,5,"1 X 1 Unit","Random"
44.5,52.5,10,"1 X 1 Unit","Random"
44.5,53.5,6,"1 X 1 Unit","Random"
44.5,54.5,12,"1 X 1 Unit","Random"
44.5,55.5,10,"1 X 1 Unit","Random"
44.5,56.5,15,"1 X 1 Unit","Random"
44.5,57.5,5,"1 X 1 Unit","Random"
44.5,58.5,18,"1 X 1 Unit","Random"
44.5,59.5,11,"1 X 1 Unit","Random"
44.5,60.5,7,"1 X 1 Unit","Random"
44.5,61.5,11,"1 X 1 Unit","Random"
44.5,62.5,14,"1 X 1 Unit","Random"
44.5,63.5,8,"1 X 1 Unit","Random"
44.5,64.5,12,"1 X 1 Unit","Random"
44.5,65.5,8,"1 X 1 Unit","Random"
44.5,66.5,9,"1 X 1 Unit","Random"
44.5,67.5,12,"1 X 1 Unit","Random"
44.5,68.5,8,"1 X 1 Unit","Random"
44.5,69.5,9,"1 X 1 Unit","Random"
44.5,70.5,7,"1 X 1 Unit","Random"
44.5,71.5,10,"1 X 1 Unit","Random"
44.5,72.5,7,"1 X 1 Unit","Random"
44.5,73.5,7,"1 X 1 Unit","Random"
44.5,74.5,10,"1 X 1 Unit","Random"
44.5,75.5,9,"1 X 1 Unit","Random"
44.5,76.5,12,"1 X 1 Unit","Random"
44.5,77.5,12,"1 X 1 Unit","Random"
44.5,78.5,11,"1 X 1 Unit","Random"
44.5,79.5,10,"1 X 1 Unit","Random"
44.5,80.5,11,"1 X 1 Unit","Random"
44.5,81.5,8,"1 X 1 Unit","Random"
44.5,82.5,10,"1 X 1 Unit","Random"
44.5,83.5,13,"1 X 1 Unit","Random"
44.5,84.5,6,"1 X 1 Unit","Random"
44.5,85.5,9,"1 X 1 Unit","Random"
44.5,86.5,4,"1 X 1 Unit","Random"
44.5,87.5,10,"1 X 1 Unit","Random"
44.5,88.5,14,"1 X 1 Unit","Random"
44.5,89.5,7,"1 X 1 Unit","Random"
44.5,90.5,7,"1 X 1 Unit","Random"
44.5,91.5,11,"1 X 1 Unit","Random"
44.5,92.5,8,"1 X 1 Unit","Random"
44.5,93.5,6,"1 X 1 Unit","Random"
44.5,94.5,7,"1 X 1 Unit","Random"
44.5,95.5,13,"1 X 1 Unit","Random"
44.5,96.5,6,"1 X 1 Unit","Random"
44.5,97.5,8,"1 X 1 Unit","Random"
44.5,98.5,5,"1 X 1 Unit","Random"
44.5,99.5,7,"1 X 1 Unit","Random"
45.5,0.5,16,"1 X 1 Unit","Random"
45.5,1.5,11,"1 X 1 Unit","Random"
45.5,2.5,5,"1 X 1 Unit","Random"
45.5,3.5,7,"1 X 1 Unit","Random"
45.5,4.5,5,"1 X 1 Unit","Random"
45.5,5.5,10,"1 X 1 Unit","Random"
45.5,6.5,9,"1 X 1 Unit","Random"
45.5,7.5,11,"1 X 1 Unit","Random"
45.5,8.5,10,"1 X 1 Unit","Random"
45.5,9.5,10,"1 X 1 Unit","Random"
45.5,10.5,15,"1 X 1 Unit","Random"
45.5,11.5,9,"1 X 1 Unit","Random"
45.5,12.5,9,"1 X 1 Unit","Random"
45.5,13.5,7,"1 X 1 Unit","Random"
45.5,14.5,9,"1 X 1 Unit","Random"
45.5,15.5,16,"1 X 1 Unit","Random"
45.5,16.5,6,"1 X 1 Unit","Random"
45.5,17.5,14,"1 X 1 Unit","Random"
45.5,18.5,12,"1 X 1 Unit","Random"
45.5,19.5,6,"1 X 1 Unit","Random"
45.5,20.5,8,"1 X 1 Unit","Random"
45.5,21.5,9,"1 X 1 Unit","Random"
45.5,22.5,10,"1 X 1 Unit","Random"
45.5,23.5,9,"1 X 1 Unit","Random"
45.5,24.5,11,"1 X 1 Unit","Random"
45.5,25.5,12,"1 X 1 Unit","Random"
45.5,26.5,11,"1 X 1 Unit","Random"
45.5,27.5,12,"1 X 1 Unit","Random"
45.5,28.5,5,"1 X 1 Unit","Random"
45.5,29.5,12,"1 X 1 Unit","Random"
45.5,30.5,9,"1 X 1 Unit","Random"
45.5,31.5,10,"1 X 1 Unit","Random"
45.5,32.5,15,"1 X 1 Unit","Random"
45.5,33.5,11,"1 X 1 Unit","Random"
45.5,34.5,15,"1 X 1 Unit","Random"
45.5,35.5,10,"1 X 1 Unit","Random"
45.5,36.5,11,"1 X 1 Unit","Random"
45.5,37.5,5,"1 X 1 Unit","Random"
45.5,38.5,8,"1 X 1 Unit","Random"
45.5,39.5,7,"1 X 1 Unit","Random"
45.5,40.5,6,"1 X 1 Unit","Random"
45.5,41.5,12,"1 X 1 Unit","Random"
45.5,42.5,9,"1 X 1 Unit","Random"
45.5,43.5,12,"1 X 1 Unit","Random"
45.5,44.5,6,"1 X 1 Unit","Random"
45.5,45.5,8,"1 X 1 Unit","Random"
45.5,46.5,11,"1 X 1 Unit","Random"
45.5,47.5,9,"1 X 1 Unit","Random"
45.5,48.5,10,"1 X 1 Unit","Random"
45.5,49.5,14,"1 X 1 Unit","Random"
45.5,50.5,4,"1 X 1 Unit","Random"
45.5,51.5,7,"1 X 1 Unit","Random"
45.5,52.5,6,"1 X 1 Unit","Random"
45.5,53.5,16,"1 X 1 Unit","Random"
45.5,54.5,7,"1 X 1 Unit","Random"
45.5,55.5,13,"1 X 1 Unit","Random"
45.5,56.5,13,"1 X 1 Unit","Random"
45.5,57.5,15,"1 X 1 Unit","Random"
45.5,58.5,5,"1 X 1 Unit","Random"
45.5,59.5,17,"1 X 1 Unit","Random"
45.5,60.5,14,"1 X 1 Unit","Random"
45.5,61.5,12,"1 X 1 Unit","Random"
45.5,62.5,8,"1 X 1 Unit","Random"
45.5,63.5,8,"1 X 1 Unit","Random"
45.5,64.5,11,"1 X 1 Unit","Random"
45.5,65.5,10,"1 X 1 Unit","Random"
45.5,66.5,10,"1 X 1 Unit","Random"
45.5,67.5,10,"1 X 1 Unit","Random"
45.5,68.5,10,"1 X 1 Unit","Random"
45.5,69.5,7,"1 X 1 Unit","Random"
45.5,70.5,9,"1 X 1 Unit","Random"
45.5,71.5,13,"1 X 1 Unit","Random"
45.5,72.5,10,"1 X 1 Unit","Random"
45.5,73.5,7,"1 X 1 Unit","Random"
45.5,74.5,7,"1 X 1 Unit","Random"
45.5,75.5,4,"1 X 1 Unit","Random"
45.5,76.5,11,"1 X 1 Unit","Random"
45.5,77.5,15,"1 X 1 Unit","Random"
45.5,78.5,7,"1 X 1 Unit","Random"
45.5,79.5,10,"1 X 1 Unit","Random"
45.5,80.5,9,"1 X 1 Unit","Random"
45.5,81.5,9,"1 X 1 Unit","Random"
45.5,82.5,8,"1 X 1 Unit","Random"
45.5,83.5,6,"1 X 1 Unit","Random"
45.5,84.5,9,"1 X 1 Unit","Random"
45.5,85.5,15,"1 X 1 Unit","Random"
45.5,86.5,6,"1 X 1 Unit","Random"
45.5,87.5,8,"1 X 1 Unit","Random"
45.5,88.5,12,"1 X 1 Unit","Random"
45.5,89.5,14,"1 X 1 Unit","Random"
45.5,90.5,6,"1 X 1 Unit","Random"
45.5,91.5,11,"1 X 1 Unit","Random"
45.5,92.5,10,"1 X 1 Unit","Random"
45.5,93.5,6,"1 X 1 Unit","Random"
45.5,94.5,12,"1 X 1 Unit","Random"
45.5,95.5,7,"1 X 1 Unit","Random"
45.5,96.5,7,"1 X 1 Unit","Random"
45.5,97.5,7,"1 X 1 Unit","Random"
45.5,98.5,13,"1 X 1 Unit","Random"
45.5,99.5,13,"1 X 1 Unit","Random"
46.5,0.5,11,"1 X 1 Unit","Random"
46.5,1.5,14,"1 X 1 Unit","Random"
46.5,2.5,11,"1 X 1 Unit","Random"
46.5,3.5,11,"1 X 1 Unit","Random"
46.5,4.5,11,"1 X 1 Unit","Random"
46.5,5.5,15,"1 X 1 Unit","Random"
46.5,6.5,8,"1 X 1 Unit","Random"
46.5,7.5,12,"1 X 1 Unit","Random"
46.5,8.5,7,"1 X 1 Unit","Random"
46.5,9.5,8,"1 X 1 Unit","Random"
46.5,10.5,15,"1 X 1 Unit","Random"
46.5,11.5,10,"1 X 1 Unit","Random"
46.5,12.5,17,"1 X 1 Unit","Random"
46.5,13.5,16,"1 X 1 Unit","Random"
46.5,14.5,8,"1 X 1 Unit","Random"
46.5,15.5,10,"1 X 1 Unit","Random"
46.5,16.5,9,"1 X 1 Unit","Random"
46.5,17.5,11,"1 X 1 Unit","Random"
46.5,18.5,12,"1 X 1 Unit","Random"
46.5,19.5,10,"1 X 1 Unit","Random"
46.5,20.5,13,"1 X 1 Unit","Random"
46.5,21.5,9,"1 X 1 Unit","Random"
46.5,22.5,10,"1 X 1 Unit","Random"
46.5,23.5,6,"1 X 1 Unit","Random"
46.5,24.5,9,"1 X 1 Unit","Random"
46.5,25.5,9,"1 X 1 Unit","Random"
46.5,26.5,8,"1 X 1 Unit","Random"
46.5,27.5,8,"1 X 1 Unit","Random"
46.5,28.5,12,"1 X 1 Unit","Random"
46.5,29.5,12,"1 X 1 Unit","Random"
46.5,30.5,9,"1 X 1 Unit","Random"
46.5,31.5,5,"1 X 1 Unit","Random"
46.5,32.5,16,"1 X 1 Unit","Random"
46.5,33.5,11,"1 X 1 Unit","Random"
46.5,34.5,9,"1 X 1 Unit","Random"
46.5,35.5,8,"1 X 1 Unit","Random"
46.5,36.5,15,"1 X 1 Unit","Random"
46.5,37.5,8,"1 X 1 Unit","Random"
46.5,38.5,13,"1 X 1 Unit","Random"
46.5,39.5,6,"1 X 1 Unit","Random"
46.5,40.5,11,"1 X 1 Unit","Random"
46.5,41.5,17,"1 X 1 Unit","Random"
46.5,42.5,9,"1 X 1 Unit","Random"
46.5,43.5,7,"1 X 1 Unit","Random"
46.5,44.5,12,"1 X 1 Unit","Random"
46.5,45.5,13,"1 X 1 Unit","Random"
46.5,46.5,12,"1 X 1 Unit","Random"
46.5,47.5,9,"1 X 1 Unit","Random"
46.5,48.5,10,"1 X 1 Unit","Random"
46.5,49.5,8,"1 X 1 Unit","Random"
46.5,50.5,10,"1 X 1 Unit","Random"
46.5,51.5,11,"1 X 1 Unit","Random"
46.5,52.5,7,"1 X 1 Unit","Random"
46.5,53.5,5,"1 X 1 Unit","Random"
46.5,54.5,10,"1 X 1 Unit","Random"
46.5,55.5,9,"1 X 1 Unit","Random"
46.5,56.5,5,"1 X 1 Unit","Random"
46.5,57.5,7,"1 X 1 Unit","Random"
46.5,58.5,9,"1 X 1 Unit","Random"
46.5,59.5,12,"1 X 1 Unit","Random"
46.5,60.5,18,"1 X 1 Unit","Random"
46.5,61.5,8,"1 X 1 Unit","Random"
46.5,62.5,11,"1 X 1 Unit","Random"
46.5,63.5,8,"1 X 1 Unit","Random"
46.5,64.5,12,"1 X 1 Unit","Random"
46.5,65.5,16,"1 X 1 Unit","Random"
46.5,66.5,7,"1 X 1 Unit","Random"
46.5,67.5,9,"1 X 1 Unit","Random"
46.5,68.5,5,"1 X 1 Unit","Random"
46.5,69.5,9,"1 X 1 Unit","Random"
46.5,70.5,15,"1 X 1 Unit","Random"
46.5,71.5,11,"1 X 1 Unit","Random"
46.5,72.5,6,"1 X 1 Unit","Random"
46.5,73.5,12,"1 X 1 Unit","Random"
46.5,74.5,8,"1 X 1 Unit","Random"
46.5,75.5,9,"1 X 1 Unit","Random"
46.5,76.5,15,"1 X 1 Unit","Random"
46.5,77.5,20,"1 X 1 Unit","Random"
46.5,78.5,21,"1 X 1 Unit","Random"
46.5,79.5,9,"1 X 1 Unit","Random"
46.5,80.5,7,"1 X 1 Unit","Random"
46.5,81.5,18,"1 X 1 Unit","Random"
46.5,82.5,9,"1 X 1 Unit","Random"
46.5,83.5,15,"1 X 1 Unit","Random"
46.5,84.5,13,"1 X 1 Unit","Random"
46.5,85.5,9,"1 X 1 Unit","Random"
46.5,86.5,5,"1 X 1 Unit","Random"
46.5,87.5,10,"1 X 1 Unit","Random"
46.5,88.5,9,"1 X 1 Unit","Random"
46.5,89.5,9,"1 X 1 Unit","Random"
46.5,90.5,9,"1 X 1 Unit","Random"
46.5,91.5,12,"1 X 1 Unit","Random"
46.5,92.5,4,"1 X 1 Unit","Random"
46.5,93.5,8,"1 X 1 Unit","Random"
46.5,94.5,8,"1 X 1 Unit","Random"
46.5,95.5,13,"1 X 1 Unit","Random"
46.5,96.5,9,"1 X 1 Unit","Random"
46.5,97.5,11,"1 X 1 Unit","Random"
46.5,98.5,8,"1 X 1 Unit","Random"
46.5,99.5,9,"1 X 1 Unit","Random"
47.5,0.5,12,"1 X 1 Unit","Random"
47.5,1.5,14,"1 X 1 Unit","Random"
47.5,2.5,10,"1 X 1 Unit","Random"
47.5,3.5,10,"1 X 1 Unit","Random"
47.5,4.5,14,"1 X 1 Unit","Random"
47.5,5.5,12,"1 X 1 Unit","Random"
47.5,6.5,10,"1 X 1 Unit","Random"
47.5,7.5,9,"1 X 1 Unit","Random"
47.5,8.5,11,"1 X 1 Unit","Random"
47.5,9.5,17,"1 X 1 Unit","Random"
47.5,10.5,6,"1 X 1 Unit","Random"
47.5,11.5,13,"1 X 1 Unit","Random"
47.5,12.5,9,"1 X 1 Unit","Random"
47.5,13.5,8,"1 X 1 Unit","Random"
47.5,14.5,11,"1 X 1 Unit","Random"
47.5,15.5,15,"1 X 1 Unit","Random"
47.5,16.5,12,"1 X 1 Unit","Random"
47.5,17.5,8,"1 X 1 Unit","Random"
47.5,18.5,8,"1 X 1 Unit","Random"
47.5,19.5,13,"1 X 1 Unit","Random"
47.5,20.5,18,"1 X 1 Unit","Random"
47.5,21.5,13,"1 X 1 Unit","Random"
47.5,22.5,6,"1 X 1 Unit","Random"
47.5,23.5,19,"1 X 1 Unit","Random"
47.5,24.5,16,"1 X 1 Unit","Random"
47.5,25.5,18,"1 X 1 Unit","Random"
47.5,26.5,14,"1 X 1 Unit","Random"
47.5,27.5,11,"1 X 1 Unit","Random"
47.5,28.5,13,"1 X 1 Unit","Random"
47.5,29.5,16,"1 X 1 Unit","Random"
47.5,30.5,11,"1 X 1 Unit","Random"
47.5,31.5,12,"1 X 1 Unit","Random"
47.5,32.5,4,"1 X 1 Unit","Random"
47.5,33.5,9,"1 X 1 Unit","Random"
47.5,34.5,10,"1 X 1 Unit","Random"
47.5,35.5,14,"1 X 1 Unit","Random"
47.5,36.5,3,"1 X 1 Unit","Random"
47.5,37.5,8,"1 X 1 Unit","Random"
47.5,38.5,15,"1 X 1 Unit","Random"
47.5,39.5,8,"1 X 1 Unit","Random"
47.5,40.5,11,"1 X 1 Unit","Random"
47.5,41.5,10,"1 X 1 Unit","Random"
47.5,42.5,9,"1 X 1 Unit","Random"
47.5,43.5,8,"1 X 1 Unit","Random"
47.5,44.5,13,"1 X 1 Unit","Random"
47.5,45.5,12,"1 X 1 Unit","Random"
47.5,46.5,8,"1 X 1 Unit","Random"
47.5,47.5,8,"1 X 1 Unit","Random"
47.5,48.5,6,"1 X 1 Unit","Random"
47.5,49.5,12,"1 X 1 Unit","Random"
47.5,50.5,5,"1 X 1 Unit","Random"
47.5,51.5,11,"1 X 1 Unit","Random"
47.5,52.5,11,"1 X 1 Unit","Random"
47.5,53.5,10,"1 X 1 Unit","Random"
47.5,54.5,9,"1 X 1 Unit","Random"
47.5,55.5,10,"1 X 1 Unit","Random"
47.5,56.5,3,"1 X 1 Unit","Random"
47.5,57.5,13,"1 X 1 Unit","Random"
47.5,58.5,7,"1 X 1 Unit","Random"
47.5,59.5,9,"1 X 1 Unit","Random"
47.5,60.5,12,"1 X 1 Unit","Random"
47.5,61.5,11,"1 X 1 Unit","Random"
47.5,62.5,12,"1 X 1 Unit","Random"
47.5,63.5,10,"1 X 1 Unit","Random"
47.5,64.5,15,"1 X 1 Unit","Random"
47.5,65.5,11,"1 X 1 Unit","Random"
47.5,66.5,10,"1 X 1 Unit","Random"
47.5,67.5,8,"1 X 1 Unit","Random"
47.5,68.5,11,"1 X 1 Unit","Random"
47.5,69.5,16,"1 X 1 Unit","Random"
47.5,70.5,13,"1 X 1 Unit","Random"
47.5,71.5,13,"1 X 1 Unit","Random"
47.5,72.5,14,"1 X 1 Unit","Random"
47.5,73.5,8,"1 X 1 Unit","Random"
47.5,74.5,12,"1 X 1 Unit","Random"
47.5,75.5,10,"1 X 1 Unit","Random"
47.5,76.5,15,"1 X 1 Unit","Random"
47.5,77.5,12,"1 X 1 Unit","Random"
47.5,78.5,8,"1 X 1 Unit","Random"
47.5,79.5,13,"1 X 1 Unit","Random"
47.5,80.5,8,"1 X 1 Unit","Random"
47.5,81.5,11,"1 X 1 Unit","Random"
47.5,82.5,12,"1 X 1 Unit","Random"
47.5,83.5,6,"1 X 1 Unit","Random"
47.5,84.5,10,"1 X 1 Unit","Random"
47.5,85.5,9,"1 X 1 Unit","Random"
47.5,86.5,11,"1 X 1 Unit","Random"
47.5,87.5,11,"1 X 1 Unit","Random"
47.5,88.5,4,"1 X 1 Unit","Random"
47.5,89.5,10,"1 X 1 Unit","Random"
47.5,90.5,7,"1 X 1 Unit","Random"
47.5,91.5,9,"1 X 1 Unit","Random"
47.5,92.5,11,"1 X 1 Unit","Random"
47.5,93.5,16,"1 X 1 Unit","Random"
47.5,94.5,10,"1 X 1 Unit","Random"
47.5,95.5,9,"1 X 1 Unit","Random"
47.5,96.5,8,"1 X 1 Unit","Random"
47.5,97.5,6,"1 X 1 Unit","Random"
47.5,98.5,11,"1 X 1 Unit","Random"
47.5,99.5,10,"1 X 1 Unit","Random"
48.5,0.5,9,"1 X 1 Unit","Random"
48.5,1.5,12,"1 X 1 Unit","Random"
48.5,2.5,8,"1 X 1 Unit","Random"
48.5,3.5,7,"1 X 1 Unit","Random"
48.5,4.5,11,"1 X 1 Unit","Random"
48.5,5.5,11,"1 X 1 Unit","Random"
48.5,6.5,10,"1 X 1 Unit","Random"
48.5,7.5,4,"1 X 1 Unit","Random"
48.5,8.5,3,"1 X 1 Unit","Random"
48.5,9.5,8,"1 X 1 Unit","Random"
48.5,10.5,18,"1 X 1 Unit","Random"
48.5,11.5,9,"1 X 1 Unit","Random"
48.5,12.5,4,"1 X 1 Unit","Random"
48.5,13.5,7,"1 X 1 Unit","Random"
48.5,14.5,9,"1 X 1 Unit","Random"
48.5,15.5,12,"1 X 1 Unit","Random"
48.5,16.5,10,"1 X 1 Unit","Random"
48.5,17.5,3,"1 X 1 Unit","Random"
48.5,18.5,3,"1 X 1 Unit","Random"
48.5,19.5,7,"1 X 1 Unit","Random"
48.5,20.5,10,"1 X 1 Unit","Random"
48.5,21.5,7,"1 X 1 Unit","Random"
48.5,22.5,8,"1 X 1 Unit","Random"
48.5,23.5,7,"1 X 1 Unit","Random"
48.5,24.5,12,"1 X 1 Unit","Random"
48.5,25.5,10,"1 X 1 Unit","Random"
48.5,26.5,15,"1 X 1 Unit","Random"
48.5,27.5,8,"1 X 1 Unit","Random"
48.5,28.5,11,"1 X 1 Unit","Random"
48.5,29.5,10,"1 X 1 Unit","Random"
48.5,30.5,10,"1 X 1 Unit","Random"
48.5,31.5,16,"1 X 1 Unit","Random"
48.5,32.5,9,"1 X 1 Unit","Random"
48.5,33.5,13,"1 X 1 Unit","Random"
48.5,34.5,5,"1 X 1 Unit","Random"
48.5,35.5,15,"1 X 1 Unit","Random"
48.5,36.5,5,"1 X 1 Unit","Random"
48.5,37.5,10,"1 X 1 Unit","Random"
48.5,38.5,12,"1 X 1 Unit","Random"
48.5,39.5,5,"1 X 1 Unit","Random"
48.5,40.5,9,"1 X 1 Unit","Random"
48.5,41.5,8,"1 X 1 Unit","Random"
48.5,42.5,10,"1 X 1 Unit","Random"
48.5,43.5,13,"1 X 1 Unit","Random"
48.5,44.5,10,"1 X 1 Unit","Random"
48.5,45.5,5,"1 X 1 Unit","Random"
48.5,46.5,10,"1 X 1 Unit","Random"
48.5,47.5,14,"1 X 1 Unit","Random"
48.5,48.5,6,"1 X 1 Unit","Random"
48.5,49.5,9,"1 X 1 Unit","Random"
48.5,50.5,8,"1 X 1 Unit","Random"
48.5,51.5,10,"1 X 1 Unit","Random"
48.5,52.5,9,"1 X 1 Unit","Random"
48.5,53.5,14,"1 X 1 Unit","Random"
48.5,54.5,9,"1 X 1 Unit","Random"
48.5,55.5,7,"1 X 1 Unit","Random"
48.5,56.5,6,"1 X 1 Unit","Random"
48.5,57.5,7,"1 X 1 Unit","Random"
48.5,58.5,6,"1 X 1 Unit","Random"
48.5,59.5,15,"1 X 1 Unit","Random"
48.5,60.5,9,"1 X 1 Unit","Random"
48.5,61.5,14,"1 X 1 Unit","Random"
48.5,62.5,8,"1 X 1 Unit","Random"
48.5,63.5,4,"1 X 1 Unit","Random"
48.5,64.5,11,"1 X 1 Unit","Random"
48.5,65.5,9,"1 X 1 Unit","Random"
48.5,66.5,8,"1 X 1 Unit","Random"
48.5,67.5,11,"1 X 1 Unit","Random"
48.5,68.5,5,"1 X 1 Unit","Random"
48.5,69.5,8,"1 X 1 Unit","Random"
48.5,70.5,12,"1 X 1 Unit","Random"
48.5,71.5,10,"1 X 1 Unit","Random"
48.5,72.5,10,"1 X 1 Unit","Random"
48.5,73.5,9,"1 X 1 Unit","Random"
48.5,74.5,8,"1 X 1 Unit","Random"
48.5,75.5,5,"1 X 1 Unit","Random"
48.5,76.5,11,"1 X 1 Unit","Random"
48.5,77.5,8,"1 X 1 Unit","Random"
48.5,78.5,9,"1 X 1 Unit","Random"
48.5,79.5,12,"1 X 1 Unit","Random"
48.5,80.5,9,"1 X 1 Unit","Random"
48.5,81.5,14,"1 X 1 Unit","Random"
48.5,82.5,11,"1 X 1 Unit","Random"
48.5,83.5,8,"1 X 1 Unit","Random"
48.5,84.5,12,"1 X 1 Unit","Random"
48.5,85.5,10,"1 X 1 Unit","Random"
48.5,86.5,9,"1 X 1 Unit","Random"
48.5,87.5,14,"1 X 1 Unit","Random"
48.5,88.5,4,"1 X 1 Unit","Random"
48.5,89.5,10,"1 X 1 Unit","Random"
48.5,90.5,7,"1 X 1 Unit","Random"
48.5,91.5,12,"1 X 1 Unit","Random"
48.5,92.5,20,"1 X 1 Unit","Random"
48.5,93.5,15,"1 X 1 Unit","Random"
48.5,94.5,9,"1 X 1 Unit","Random"
48.5,95.5,12,"1 X 1 Unit","Random"
48.5,96.5,14,"1 X 1 Unit","Random"
48.5,97.5,5,"1 X 1 Unit","Random"
48.5,98.5,14,"1 X 1 Unit","Random"
48.5,99.5,8,"1 X 1 Unit","Random"
49.5,0.5,9,"1 X 1 Unit","Random"
49.5,1.5,13,"1 X 1 Unit","Random"
49.5,2.5,10,"1 X 1 Unit","Random"
49.5,3.5,7,"1 X 1 Unit","Random"
49.5,4.5,10,"1 X 1 Unit","Random"
49.5,5.5,12,"1 X 1 Unit","Random"
49.5,6.5,9,"1 X 1 Unit","Random"
49.5,7.5,12,"1 X 1 Unit","Random"
49.5,8.5,6,"1 X 1 Unit","Random"
49.5,9.5,10,"1 X 1 Unit","Random"
49.5,10.5,9,"1 X 1 Unit","Random"
49.5,11.5,11,"1 X 1 Unit","Random"
49.5,12.5,11,"1 X 1 Unit","Random"
49.5,13.5,8,"1 X 1 Unit","Random"
49.5,14.5,4,"1 X 1 Unit","Random"
49.5,15.5,6,"1 X 1 Unit","Random"
49.5,16.5,11,"1 X 1 Unit","Random"
49.5,17.5,3,"1 X 1 Unit","Random"
49.5,18.5,13,"1 X 1 Unit","Random"
49.5,19.5,10,"1 X 1 Unit","Random"
49.5,20.5,10,"1 X 1 Unit","Random"
